city,unidade,lat,lng,country,iso2,state_name,state_id,population,population_proper,fatur,compras,funcion,clientes,chamados,status,modelo
Araranguá,Araranguá,-28.933333,-49.483333,Brazil,BR,Santa Catarina,SC,43444,40953,52529,5253,3,54,2,A,express
Bom Jesus da Lapa,Bom Jesus da Lapa,-13.250571,-43.410754,Brazil,BR,Bahia,BA,40691,40691,59602,598,3,54,2,A,express
Andradina,Andradina,-20.896505,-51.374277,Brazil,BR,São Paulo,SP,52406,39024,78791,7879,3,52,2,A,express
Carazinho,Carazinho,-28.298163,-52.794236,Brazil,BR,Rio Grande do Sul,RS,59417,38873,56568,5657,3,54,2,A,express
Guaxupé,Guaxupé,-21.304673,-46.707454,Brazil,BR,Minas Gerais,MG,47889,38870,89793,8979,3,53,2,A,express
Canoinhas,Canoinhas,-26.175320,-50.393696,Brazil,BR,Santa Catarina,SC,41498,38862,45462,4546,3,53,2,A,express
Senhor do Bonfim,Senhor do Bonfim,-10.459629,-40.189241,Brazil,BR,Bahia,BA,48471,38683,52529,5253,4,70,2,A,express
Remanso,Remanso,-9.621255,-42.082331,Brazil,BR,Bahia,BA,37945,37945,0,0,0,0,0,I,express
Picos,Picos,-7.080019,-41.468277,Brazil,BR,Piauí,PI,57495,37894,65661,6566,3,54,2,A,express
Vacaria,Vacaria,-28.506092,-50.933847,Brazil,BR,Rio Grande do Sul,RS,56765,37786,87881,8788,3,54,2,A,express
Jataí,Jataí,-17.887249,-51.718183,Brazil,BR,Goiás,GO,76547,37723,85874,8788,3,53,2,A,express
Irati,Irati,-25.462854,-50.651285,Brazil,BR,Paraná,PR,45830,37374,45458,4546,3,51,2,A,express
São Borja,São Borja,-28.659224,-56.004430,Brazil,BR,Rio Grande do Sul,RS,59613,37288,65659,6566,3,54,2,A,express
Camaquã,Camaquã,-30.852475,-51.807562,Brazil,BR,Rio Grande do Sul,RS,53169,37056,56569,5657,3,52,2,A,express
Concórdia,Concórdia,-27.233333,-52.016667,Brazil,BR,Santa Catarina,SC,55367,36882,59601,868,3,54,2,A,express
Campo Belo,Campo Belo,-20.892555,-45.272604,Brazil,BR,Minas Gerais,MG,47491,36594,56569,5657,3,54,2,A,express
Batatais,Batatais,-20.892176,-47.590140,Brazil,BR,São Paulo,SP,51976,36146,45458,4546,3,53,2,A,express
Formiga,Formiga,-20.464907,-45.426774,Brazil,BR,Minas Gerais,MG,56404,35749,68686,4986,3,53,2,A,express
Garça,Garça,-22.216911,-49.653177,Brazil,BR,S?o Paulo,SP,41302,35618,84949,8495,3,53,2,A,express
Barreiros,Barreiros,-8.817778,-35.185833,Brazil,BR,Pernambuco,PE,35565,35380,58744,5152,3,54,2,A,express
Aquidauana,Aquidauana,-20.473969,-55.782138,Brazil,BR,Mato Grosso do Sul,MS,40803,35303,56569,5657,3,54,2,A,express
Penápolis,Penápolis,-21.419241,-50.076559,Brazil,BR,São Paulo,SP,54477,35113,87882,8788,3,54,2,A,express
Oriximiná,Oriximiná,-1.763429,-55.861981,Brazil,BR,Pará,PA,35581,35019,86868,5455,3,53,2,A,express
Caratinga,Caratinga,-19.790133,-42.141654,Brazil,BR,Minas Gerais,MG,60066,34969,0,0,0,0,0,I,express
Castro,Castro,-24.794072,-49.997291,Brazil,BR,Paraná,PR,42091,34744,85702,875,3,54,2,A,express
Coroatá,Coroatá,-4.130958,-44.123484,Brazil,BR,Maranhão,MA,34129,34129,45463,4546,3,54,2,A,express
Guajará-Mirim,Guajará-Mirim,-10.780424,-65.332783,Brazil,BR,Rondônia,RO,69586,34119,56568,5657,3,54,2,A,express
Canela,Canela,-29.360571,-50.809458,Brazil,BR,Rio Grande do Sul,RS,60806,33528,0,0,0,0,0,I,express
Penedo,Penedo,-10.291030,-36.573579,Brazil,BR,Alagoas,AL,42097,32934,89793,8979,3,53,2,A,express
Capitão Poço,Capitão Poço,-1.747211,-47.060334,Brazil,BR,Pará,PA,32704,32704,88547,5657,3,54,2,A,express
Paracatu,Paracatu,-17.221089,-46.874122,Brazil,BR,Minas Gerais,MG,70753,32594,87881,8788,3,54,2,A,express
Guanambi,Guanambi,-14.225972,-42.778218,Brazil,BR,Bahia,BA,58877,32583,51518,5152,3,52,2,A,express
Ponte Nova,Ponte Nova,-20.411369,-42.895958,Brazil,BR,Minas Gerais,MG,48187,32567,65662,6566,3,54,2,A,express
Irecê,Irecê,-11.305563,-41.858700,Brazil,BR,Bahia,BA,63626,32533,52528,5253,3,53,2,A,express
Nova Lima,Nova Lima,-19.988766,-43.850756,Brazil,BR,Minas Gerais,MG,88399,32428,85478,8788,3,54,2,A,express
Barreirinho,Barreirinho,-23.129700,-50.009800,Brazil,BR,Paraná,PR,35090,32012,56874,5354,3,53,2,A,express
Jacareacanga,Jacareacanga,-6.219652,-57.758625,Brazil,BR,Pará,PA,31661,31661,58745,5657,3,53,2,A,express
Goianésia,Goianésia,-15.325971,-49.117216,Brazil,BR,Goiás,GO,47883,30552,85702,857,3,53,2,A,express
Açu,Açu,-5.577222,-36.907500,Brazil,BR,Rio Grande do Norte,RN,36125,30481,54874,5859,4,70,2,A,express
Presidente Dutra,Presidente Dutra,-5.285216,-44.487286,Brazil,BR,Alagoas,AL,30330,30330,84545,5455,3,53,2,A,express
Grajaú,Grajaú,-5.816667,-46.133333,Brazil,BR,Maranhão,MA,30217,30217,0,0,0,0,0,I,express
Barra do Garças,Barra do Garças,-15.891603,-52.261541,Brazil,BR,Mato Grosso,MT,52398,30031,54549,5455,3,52,2,A,express
Caicó,Caicó,-6.463238,-37.094921,Brazil,BR,Rio Grande do Norte,RN,54934,29822,0,0,0,0,0,I,express
Tauá,Tauá,-6.003137,-40.294727,Brazil,BR,Ceará,CE,29188,29188,84745,587,3,53,2,A,express
Novo Horizonte,Novo Horizonte,-21.467046,-49.219699,Brazil,BR,São Paulo,SP,30158,28950,88745,5253,3,53,2,A,express
Porto União,Porto União,-26.233642,-51.082771,Brazil,BR,Santa Catarina,SC,71578,28907,0,0,0,0,0,N,express
São Gabriel,São Gabriel,-30.333333,-54.316667,Brazil,BR,Rio Grande do Sul,RS,55434,28265,56568,5657,3,53,2,A,express
Inhumas,Inhumas,-16.361361,-49.500253,Brazil,BR,Goiás,GO,44058,28186,54549,5455,3,53,2,A,express
Leopoldina,Leopoldina,-21.531564,-42.638258,Brazil,BR,Minas Gerais,MG,46742,28082,54549,5455,3,54,2,A,express
Curvelo,Curvelo,-18.760738,-44.427531,Brazil,BR,Minas Gerais,MG,63954,27920,54548,5455,3,54,2,A,express
São José de Ribamar,São José de Ribamar,-2.547059,-44.066874,Brazil,BR,Maranhão,MA,55265,27777,79788,7979,3,54,2,A,express
Russas,Russas,-4.939011,-37.968919,Brazil,BR,Ceará,CE,39465,27762,66584,5657,3,51,2,A,express
Crateús,Crateús,-5.166667,-40.666667,Brazil,BR,Ceará,CE,52933,27743,87882,8788,3,51,2,A,express
Colíder,Colíder,-10.827810,-55.448474,Brazil,BR,Mato Grosso,MT,27139,27139,59603,587,3,52,2,A,express
Osório,Osório,-29.891278,-50.267421,Brazil,BR,Rio Grande do Sul,RS,34628,27136,85703,868,3,54,2,A,express
Conceição do Araguaia,Conceição do Araguaia,-8.261792,-49.266767,Brazil,BR,Pará,PA,27115,27115,78987,7979,3,51,2,A,express
Aripuanã,Aripuanã,-9.166667,-60.633333,Brazil,BR,Mato Grosso,MT,26983,26983,56571,5657,3,52,2,A,express
Itapetinga,Itapetinga,-15.245448,-40.246005,Brazil,BR,Bahia,BA,59721,26727,45457,4546,3,54,2,A,express
Ubaitaba,Ubaitaba,-14.314773,-39.319116,Brazil,BR,Bahia,BA,28375,26448,87883,8788,3,53,2,A,express
Gurupi,Gurupi,-11.728889,-49.068889,Brazil,BR,Tocantins,TO,64789,26402,59598,686,3,53,2,A,express
Canavieiras,Canavieiras,-15.677141,-38.947917,Brazil,BR,Bahia,BA,26375,26375,56571,5657,3,54,2,A,express
Alenquer,Alenquer,-1.947293,-54.736185,Brazil,BR,Pará,PA,26290,26290,87884,8788,3,53,2,A,express
Pimenta Bueno,Pimenta Bueno,-11.676787,-61.186390,Brazil,BR,Rondônia,RO,25762,25762,66589,4546,3,54,2,A,express
Laguna,Laguna,-28.483333,-48.783333,Brazil,BR,Santa Catarina,SC,39711,25353,79789,7979,3,54,2,A,express
Óbidos,Óbidos,-1.904858,-55.517292,Brazil,BR,Pará,PA,27587,24970,88893,8889,3,54,2,A,express
Rolim de Moura,Rolim de Moura,-11.727595,-61.779483,Brazil,BR,Rondônia,RO,24516,24516,0,0,0,0,0,I,express
São Luís Gonzaga,São Luís Gonzaga,-28.407455,-54.960908,Brazil,BR,Rio Grande do Sul,RS,31798,23799,45459,4546,3,52,2,A,express
Salinópolis,Salinópolis,-0.611765,-47.335021,Brazil,BR,Pará,PA,40998,23771,79802,798,3,53,2,A,express
Joaçaba,Joaçaba,-27.173720,-51.506521,Brazil,BR,Santa Catarina,SC,38876,23516,66548,5657,3,52,2,A,express
Iguape,Iguape,-24.705901,-47.555889,Brazil,BR,São Paulo,SP,23784,23421,51521,5152,3,53,2,A,express
Floriano,Floriano,-6.773038,-43.018779,Brazil,BR,Piauí,PI,48587,23259,51519,5152,3,54,2,A,express
Rio Negro,Rio Negro,-26.093400,-49.789500,Brazil,BR,Paraná,PR,65597,23006,45457,4546,3,51,2,A,express
Itamaraju,Itamaraju,-17.043802,-39.530049,Brazil,BR,Bahia,BA,47628,22482,45462,4546,3,54,2,A,express
Maués,Maués,-3.390607,-57.713850,Brazil,BR,Amazonas,AM,32561,22475,87883,8788,3,51,2,A,express
Jaguarão,Jaguarão,-32.566667,-53.383333,Brazil,BR,Rio Grande do Sul,RS,29613,22427,0,0,0,0,0,I,express
Nova Cruz,Nova Cruz,-6.477301,-35.431039,Brazil,BR,Rio Grande do Norte,RN,23166,21961,59601,868,3,51,2,A,express
Morrinhos,Morrinhos,-17.735354,-49.108203,Brazil,BR,Goiás,GO,34143,21539,58745,587,3,54,2,A,express
Canindé,Canindé,-4.357642,-39.312132,Brazil,BR,Ceará,CE,42720,21450,53539,5354,3,53,2,A,express
Guaíra,Guaíra,-24.085192,-54.256752,Brazil,BR,Paraná,PR,36426,21369,54587,5657,3,53,2,A,express
Itupiranga,Itupiranga,-5.135763,-49.323782,Brazil,BR,Pará,PA,21301,21301,59601,458,3,53,2,A,express
Salgueiro,Salgueiro,-8.072065,-39.122427,Brazil,BR,Pernambuco,PE,42152,20978,65662,6566,3,53,2,A,express
Porto Seguro,Porto Seguro,-16.449502,-39.063499,Brazil,BR,Bahia,BA,123173,20889,0,0,0,0,0,I,express
Janaúba,Janaúba,-15.804089,-43.308283,Brazil,BR,Minas Gerais,MG,56572,20710,84948,8495,4,70,2,A,express
Sena Madureira,Sena Madureira,-9.066667,-68.666667,Brazil,BR,Acre,AC,26192,20516,78793,7879,3,53,2,A,express
Rosário do Sul,Rosário do Sul,-30.252715,-54.917938,Brazil,BR,Rio Grande do Sul,RS,36721,20472,0,0,0,0,0,I,express
Palmas PR,Palmas PR,-26.483868,-51.988812,Brazil,BR,Paraná,PR,39150,20439,87883,8788,3,52,2,A,express
Piripiri,Piripiri,-4.270812,-41.781180,Brazil,BR,Piauí,PI,44864,20414,56569,5657,3,51,2,A,express
Jaguaquara,Jaguaquara,-13.530735,-39.969096,Brazil,BR,Bahia,BA,41498,19611,87882,8788,3,54,2,A,express
Chapadinha,Chapadinha,-3.741680,-43.354801,Brazil,BR,Maranhão,MA,40804,18811,88892,8889,3,54,2,A,express
Jardim,Jardim,-21.479941,-56.148902,Brazil,BR,Mato Grosso do Sul,MS,23780,18725,52531,5253,3,54,2,A,express
Ceres,Ceres,-15.310395,-49.602213,Brazil,BR,Goiás,GO,18759,18558,52531,5253,3,53,2,A,express
Pires do Rio,Pires do Rio,-17.302400,-48.278659,Brazil,BR,Goiás,GO,24822,18554,0,0,0,0,0,N,express
Paracuru,Paracuru,-3.412282,-39.030279,Brazil,BR,Ceará,CE,21196,18524,58591,5859,3,53,2,A,express
Iporá,Iporá,-16.440391,-51.118436,Brazil,BR,Goiás,GO,28254,18454,49862,4986,3,54,2,A,express
Miracema,Miracema,-21.412005,-42.194280,Brazil,BR,Rio de Janeiro,RJ,26684,18445,78793,7879,3,53,2,A,express
Paranaíba,Paranaíba,-19.673868,-51.186366,Brazil,BR,Mato Grosso do Sul,MS,32217,18340,78792,7879,3,52,2,A,express
São Lourenço do Sul,São Lourenço do Sul,-31.366667,-51.966667,Brazil,BR,Rio Grande do Sul,RS,25340,18006,0,0,0,0,0,I,express
Mineiros,Mineiros,-17.568057,-52.551001,Brazil,BR,Goiás,GO,38951,17543,78792,7879,3,51,2,A,express
Eirunepé,Eirunepé,-6.659089,-69.870405,Brazil,BR,Amazonas,AM,21750,17175,54551,5455,3,53,2,A,express
Januária,Januária,-15.488664,-44.359880,Brazil,BR,Minas Gerais,MG,34811,16695,89794,8979,3,54,2,A,express
Brumado,Brumado,-14.207370,-41.671629,Brazil,BR,Bahia,BA,41989,16611,59599,587,4,70,2,A,express
Nanuque,Nanuque,-17.842428,-40.345326,Brazil,BR,Minas Gerais,MG,37824,16597,78792,7879,3,54,2,A,express
Campo Maior,Campo Maior,-4.825709,-42.167355,Brazil,BR,Piauí,PI,31739,16440,65661,6566,3,52,2,A,express
Santa Cruz,Santa Cruz,-6.228621,-36.018081,Brazil,BR,Rio Grande do Norte,RN,27775,16232,77782,7778,3,54,2,A,express
Itaberaba,Itaberaba,-12.530067,-40.305439,Brazil,BR,Bahia,BA,47301,16143,87882,8788,3,54,2,A,express
Pontes e Lacerda,Pontes e Lacerda,-15.222330,-59.340563,Brazil,BR,Mato Grosso,MT,29381,16008,89794,8979,3,53,2,A,express
Santa Vitória do Palmar,Santa Vitória do Palmar,-33.519557,-53.369266,Brazil,BR,Rio Grande do Sul,RS,27775,15877,79803,498,3,54,2,A,express
Itaberaí,Itaberaí,-16.024995,-49.805937,Brazil,BR,Goiás,GO,22129,15292,87884,8788,3,52,2,A,express
São Gabriel da Cachoeira,São Gabriel da Cachoeira,-0.118830,-67.085015,Brazil,BR,Amazonas,AM,15231,15231,89795,999,3,53,2,A,express
Almenara,Almenara,-16.175107,-40.698446,Brazil,BR,Minas Gerais,MG,29333,15014,85703,555,3,54,2,A,express
Cristalina,Cristalina,-16.767180,-47.606441,Brazil,BR,Goiás,GO,36531,14724,65661,6566,3,53,2,A,express
Lapa,Lapa,-25.765833,-49.717778,Brazil,BR,Paraná,PR,25621,14248,65662,6566,4,70,2,A,express
Barreiras,Barreiras,-12.146051,-44.997652,Brazil,BR,Bahia,BA,158292,14199,87879,8788,3,54,2,A,express
Manicoré,Manicoré,-5.811839,-61.291641,Brazil,BR,Amazonas,AM,21549,14055,65662,6566,3,54,2,A,express
Quaraí,Quaraí,-30.381809,-56.452658,Brazil,BR,Rio Grande do Sul,RS,23229,13695,85704,555,3,54,2,A,express
Acaraí,Acaraí,-2.883333,-40.116667,Brazil,BR,Ceará,CE,28389,13660,45463,4546,3,53,2,A,express
Pedreiras,Pedreiras,-4.571263,-44.611830,Brazil,BR,Maranhão,MA,13638,13638,0,0,0,0,0,I,express
Maracaju,Maracaju,-21.616301,-55.164605,Brazil,BR,Mato Grosso do Sul,MS,22690,13622,45464,4546,3,52,2,A,express
Barra do Bugres,Barra do Bugres,-15.067458,-57.186424,Brazil,BR,Mato Grosso,MT,31311,13461,87545,854,3,54,2,A,express
Imbituba,Imbituba,-28.239828,-48.672433,Brazil,BR,Santa Catarina,SC,43450,13310,51519,5152,3,54,2,A,express
Baturité,Baturité,-4.333333,-38.883333,Brazil,BR,Ceará,CE,22417,13178,56571,5657,3,51,2,A,express
Diamantina,Diamantina,-18.241451,-43.610005,Brazil,BR,Minas Gerais,MG,37343,13026,0,0,0,0,0,N,express
Bocaiúva,Bocaiúva,-17.114627,-43.813784,Brazil,BR,Minas Gerais,MG,32114,12943,86868,5455,3,51,2,A,express
Frutal,Frutal,-20.028153,-48.937764,Brazil,BR,Minas Gerais,MG,40931,12663,77781,7778,3,54,2,A,express
São Francisco do Sul,São Francisco do Sul,-26.258200,-48.632600,Brazil,BR,Santa Catarina,SC,36224,12485,65458,454,3,54,2,A,express
Iturama,Iturama,-19.733394,-50.198003,Brazil,BR,Minas Gerais,MG,29805,12292,0,0,0,0,0,N,express
Quixadá,Quixadá,-4.966667,-39.016667,Brazil,BR,Ceará,CE,49328,12119,58589,5859,3,53,2,A,express
Niquelândia,Niquelândia,-14.471709,-48.455603,Brazil,BR,Goiás,GO,27541,12029,86868,5657,3,51,2,A,express
Aracati,Aracati,-4.566667,-37.766667,Brazil,BR,Ceará,CE,44293,11960,0,0,0,0,0,I,express
Fonte Boa,Fonte Boa,-2.518404,-66.086733,Brazil,BR,Amazonas,AM,16060,11889,65664,6566,3,53,2,A,express
Balsas,Balsas,-7.530741,-46.035844,Brazil,BR,Maranhão,MA,68056,11467,86868,7879,3,51,2,A,express
São Luís,São Luís,-2.532519,-44.296299,Brazil,BR,Maranhão,MA,1038000,11385,95845,9585,5,84,3,A,smart
Caracaraí,Caracaraí,1.833333,-61.133333,Brazil,BR,Roraima,RR,11368,11368,0,0,0,0,0,N,express
Camocim,Camocim,-2.899983,-40.845038,Brazil,BR,Ceará,CE,44481,11108,0,0,0,0,0,N,express
Pinheiro,Pinheiro,-2.524346,-45.078326,Brazil,BR,Maranhão,MA,38893,10931,86868,5455,3,52,2,A,express
Guanhães,Guanhães,-18.782653,-42.944560,Brazil,BR,Minas Gerais,MG,23727,9796,53541,5354,3,54,2,A,express
Itapecuru Mirim,Itapecuru Mirim,-3.396340,-44.356376,Brazil,BR,Maranhão,MA,34943,9751,65663,6566,3,53,2,A,express
Porto Nacional,Porto Nacional,-10.705838,-48.409555,Brazil,BR,Tocantins,TO,9129,9129,84951,8495,3,54,2,A,express
Novo Airão,Novo Airão,-2.625838,-60.943524,Brazil,BR,Amazonas,AM,9049,9049,49863,4986,3,54,2,A,express
Sinop,Sinop,-11.858119,-55.505577,Brazil,BR,Mato Grosso,MT,8961,8961,79804,454,3,51,2,A,express
Tocantinópolis,Tocantinópolis,-6.330128,-47.415982,Brazil,BR,Tocantins,TO,8750,8750,77783,7778,3,52,2,A,express
Araçuaí,Araçuaí,-16.858862,-42.061290,Brazil,BR,Minas Gerais,MG,22005,8598,78793,7879,3,52,2,A,express
Granja,Granja,-3.120093,-40.827317,Brazil,BR,Ceará,CE,25879,8587,54551,5455,3,53,2,A,express
Alvorada,Alvorada,-12.480854,-49.122301,Brazil,BR,Tocantins,TO,10232,8314,0,0,0,0,0,I,express
Barcelos,Barcelos,-0.975355,-62.924509,Brazil,BR,Amazonas,AM,12584,7353,59601,454,3,54,2,A,express
Itambé,Itambé,-15.244112,-40.620398,Brazil,BR,Bahia,BA,23558,7343,65664,6566,3,54,2,A,express
Rosário,Rosário,-2.942911,-44.250070,Brazil,BR,Maranhão,MA,6798,6798,88894,8889,3,51,2,A,express
Paragominas,Paragominas,-2.966667,-47.483333,Brazil,BR,Pará,PA,69613,6578,54548,5455,3,54,2,A,express
Itapipoca,Itapipoca,-3.499329,-39.583571,Brazil,BR,Ceará,CE,55784,6298,74747,7778,3,53,2,A,express
Viana,Viana,-3.209934,-45.000246,Brazil,BR,Maranhão,MA,26689,4928,87884,8788,3,52,2,A,express
Nova Viçosa,Nova Viçosa,-17.890028,-39.368185,Brazil,BR,Bahia,BA,55980,4520,79801,454,3,54,2,A,express
Xinguara,Xinguara,-7.100569,-49.941751,Brazil,BR,Pará,PA,4047,4047,59604,454,3,52,2,A,express
Icó,Icó,-6.400399,-38.857595,Brazil,BR,Ceará,CE,28323,3317,74747,8495,3,54,2,A,express
Santa Maria da Vitória,Santa Maria da Vitória,-13.390904,-44.197628,Brazil,BR,Bahia,BA,23488,2864,89795,744,3,54,2,A,express
Barras,Barras,-4.246059,-42.294814,Brazil,BR,Piauí,PI,21597,2306,45874,4546,3,54,2,A,express
Ipu,Ipu,-4.325698,-40.710286,Brazil,BR,Ceará,CE,26678,2281,54551,5455,3,54,2,A,express
Colinas,Colinas,-6.026631,-44.248880,Brazil,BR,Maranhão,MA,25158,1967,59601,744,3,54,2,A,express
Amapá,Amapá,2.068557,-50.791687,Brazil,BR,Amapá,AP,1947,1947,79791,7979,3,53,2,A,express
Abun?,Abun?,-9.698584,-65.367900,Brazil,BR,Rondônia,RO,1929,1929,56572,5657,3,54,2,A,express
Xique-Xique,Xique-Xique,-10.823803,-42.729650,Brazil,BR,Bahia,BA,35433,1833,65686,5253,3,53,2,A,express
Tucano,Tucano,-10.964268,-38.784847,Brazil,BR,Bahia,BA,31203,1195,68686,5859,3,54,2,A,express
Viseu,Viseu,-1.201705,-46.138706,Brazil,BR,Pará,PA,18958,1027,51521,5152,4,70,2,A,express
Príncipe da Beira,Príncipe da Beira,-12.425725,-64.422697,Brazil,BR,Rondônia,RO,956,956,87885,8789,3,54,2,A,express
Tonantins,Tonantins,-2.870494,-67.804058,Brazil,BR,Amazonas,AM,4561,883,56571,5657,3,52,2,A,express
Tucuruí,Tucuruí,-3.773851,-49.670820,Brazil,BR,Pará,PA,76337,607,49859,4986,3,53,2,A,express
Santa Cruz Cabr?lia,Santa Cruz Cabr?lia,-16.279733,-39.022595,Brazil,BR,Bahia,BA,19545,416,54551,5455,3,54,2,A,express
Apodi,Apodi,-5.663898,-37.795438,Brazil,BR,Rio Grande do Norte,RN,16757,415,53541,5354,3,54,2,A,express
Portel,Portel,-1.936552,-50.819753,Brazil,BR,Pará,PA,21315,395,56571,5657,3,53,2,A,express
Cametá,Cametá,-2.242949,-49.497885,Brazil,BR,Pará,PA,45200,210,0,0,0,0,0,I,express
